,n1,n2,score
3139,T9I4G6Or3sAbyYmB7c23hw,uO39--k_hrCFgZh-Bl8m8A,5.739
3140,TCWnTa69sJ3vGQsdEe3Esw,izSgTrqebu8bN8ONOCs6cQ,19.402
3141,TCWnTa69sJ3vGQsdEe3Esw,Js3m_GdqNUGnEgXJ8WMtfQ,15.491
3142,TCWnTa69sJ3vGQsdEe3Esw,Hl_vXTiYLozWo7T9Cq17vw,10.504
3143,TCWnTa69sJ3vGQsdEe3Esw,BwUWmUFKCuJ-nN9vFwMt2Q,10.492
3144,TCWnTa69sJ3vGQsdEe3Esw,ycbmvmBYk4w_ZmdrPL0tBQ,8.009
3145,TCWnTa69sJ3vGQsdEe3Esw,COSC9JC0Vjr89CaTZuPkUA,6.481
3146,TCWnTa69sJ3vGQsdEe3Esw,I0jFTYVDs-WHwKR2XHQlRA,5.909
3147,TCWnTa69sJ3vGQsdEe3Esw,gebiRewfieSdtt17PTW6Zg,5.832
3148,TCWnTa69sJ3vGQsdEe3Esw,i5C6RVgr03HSrgCl8oa1Fg,5.299
3149,TCWnTa69sJ3vGQsdEe3Esw,Xw_5QkLTyIEg6Hs-kXGNbg,4.924
3150,TI3Rydw47yBMzY1oW2wJUg,XgehM3pBZWuXi45J2dqRJQ,12.931
3151,TI3Rydw47yBMzY1oW2wJUg,DOfiulOub9hVPBCtiDl9Fw,5.592
3152,TI3Rydw47yBMzY1oW2wJUg,Y0izXh4Dv1_YU68tn43Xiw,5.402
3153,TI3Rydw47yBMzY1oW2wJUg,Hl_vXTiYLozWo7T9Cq17vw,5.389
3154,TI3Rydw47yBMzY1oW2wJUg,6HTGlttrzCMsuGBHO1ZGiw,5.346
3155,TI3Rydw47yBMzY1oW2wJUg,8Vo6LN9gqULhXzoxj5k6kQ,5.141
3156,TI3Rydw47yBMzY1oW2wJUg,kwqXOtLCbNjgvwuMj4H1AQ,5.087
3157,TI3Rydw47yBMzY1oW2wJUg,NIQWO-Q_F598XlAvZnFVCA,5.039
3158,TI3Rydw47yBMzY1oW2wJUg,6EizP0XyqITuGZ8GZMI9Lw,4.878
3159,TI3Rydw47yBMzY1oW2wJUg,S8saWaZlToeNoloR2fMrAQ,4.853
3160,TUtf4FLtotdQDleYpRIfnw,NIQWO-Q_F598XlAvZnFVCA,8.097
3161,TUtf4FLtotdQDleYpRIfnw,QFh-h_OZ5Io-mBk32HN28A,7.134
3162,TUtf4FLtotdQDleYpRIfnw,vhWlxyLEWAbNOMtQ42yzFg,6.898
3163,TUtf4FLtotdQDleYpRIfnw,fVUurZgbWXzp2QzDzJzmpA,6.428
3164,TUtf4FLtotdQDleYpRIfnw,8-ZExybRuyyXZf6aESgc3g,5.851
3165,TUtf4FLtotdQDleYpRIfnw,-nwNPb3G-0L95igrhkvMtw,5.613
3166,TUtf4FLtotdQDleYpRIfnw,QLHgjBHBoeIUoEvIPvjHnw,5.41
3167,TUtf4FLtotdQDleYpRIfnw,-FM4CxOg4XXmX_Ebky_SiQ,5.268
3168,TUtf4FLtotdQDleYpRIfnw,Nbht3URjeV94507do0goEw,5.222
3169,TUtf4FLtotdQDleYpRIfnw,6HTGlttrzCMsuGBHO1ZGiw,5.192
3170,TVX2a4bVuCE2VUIkiLdZrQ,XHxAIQR-QAz6j1RMaz_J1A,7.29
3171,TVX2a4bVuCE2VUIkiLdZrQ,GuzbBFraIq-fbkjfvaTRvg,6.91
3172,TVX2a4bVuCE2VUIkiLdZrQ,lu2UpRHLBZfvLG_caNEHKQ,5.448
3173,TVX2a4bVuCE2VUIkiLdZrQ,E7RtIisUoRMcADSebBgNAA,5.402
3174,TVX2a4bVuCE2VUIkiLdZrQ,-loV4cB2Uh9TCltTRgGzWQ,5.378
3175,TVX2a4bVuCE2VUIkiLdZrQ,IZZ7J14VnJGyUqYH1tgT6w,5.32
3176,TVX2a4bVuCE2VUIkiLdZrQ,sRopdCT6Hf0mwaAHJek7Fw,5.126
3177,TVX2a4bVuCE2VUIkiLdZrQ,3Wy21heeDm8h2tSZfcj6OA,4.913
3178,TVX2a4bVuCE2VUIkiLdZrQ,SZU9c8V2GuREDN5KgyHFJw,4.76
3179,TVX2a4bVuCE2VUIkiLdZrQ,hPzPpfSjgQkpWCD7YjcY-A,4.644
3180,TZ-bgvsk189WywTLFrqfTQ,UuRZpgZsHX7PyykHV3wbZg,5.104
3181,TZ-bgvsk189WywTLFrqfTQ,-loV4cB2Uh9TCltTRgGzWQ,4.441
3182,TZ-bgvsk189WywTLFrqfTQ,CUWituEeIX3xA0xU7X82Ow,4.056
3183,TZ-bgvsk189WywTLFrqfTQ,GuzbBFraIq-fbkjfvaTRvg,3.924
3184,TZ-bgvsk189WywTLFrqfTQ,XgehM3pBZWuXi45J2dqRJQ,3.599
3185,TZ-bgvsk189WywTLFrqfTQ,34Eqv8jXgxg_EEwcsNgeeg,3.543
3186,TZ-bgvsk189WywTLFrqfTQ,lu2UpRHLBZfvLG_caNEHKQ,3.528
3187,TZ-bgvsk189WywTLFrqfTQ,yEmEDomLUofVtbZoUeFV5g,3.423
3188,TZ-bgvsk189WywTLFrqfTQ,z9-8KvMAlVK46De-G3sNJQ,3.378
3189,TZ-bgvsk189WywTLFrqfTQ,Nbht3URjeV94507do0goEw,3.348
3190,T_TX4Lx03Juo4pHF5cMYuA,bPVPZeqMuYtU_yGCb4P-jg,48.076
3191,T_TX4Lx03Juo4pHF5cMYuA,6m4A_ciUZn1G302yx1YV1w,14.669
3192,T_TX4Lx03Juo4pHF5cMYuA,yM7eA2uuH3Ch7OYVj3PKSw,10.234
3193,T_TX4Lx03Juo4pHF5cMYuA,wxdpQV7CZHn6_DFr-JGUgw,5.54
3194,T_TX4Lx03Juo4pHF5cMYuA,thlyktt2c7v1DyOpSVSibw,4.699
3195,T_TX4Lx03Juo4pHF5cMYuA,tthy48ZIX_wfY8Dy0Dvg6w,4.194
3196,T_TX4Lx03Juo4pHF5cMYuA,4D7QDfPOsSPfKxBi3gs_qQ,4.119
3197,T_TX4Lx03Juo4pHF5cMYuA,iBBV8vesQ8fo2IQA7an1JA,4.064
3198,T_TX4Lx03Juo4pHF5cMYuA,CoZ2mpsMBP8HUG1ymKoZTg,3.75
3199,T_TX4Lx03Juo4pHF5cMYuA,f3eve2cxUIzyanWnHdMtFQ,3.675
3200,Tc1L4BH_2pkCywkAEfCQRg,2h3SEwpI6fiuTF9mcN1S_Q,236.591
3201,Tc1L4BH_2pkCywkAEfCQRg,oJwMmSZKJOnMboZ_z67MZw,10.794
3202,Tc1L4BH_2pkCywkAEfCQRg,-ALqLSTzkGDMscHdxA1NgA,6.242
3203,Tc1L4BH_2pkCywkAEfCQRg,BaWVwChTW_MqkKru_WZp3g,5.212
3204,Tc1L4BH_2pkCywkAEfCQRg,ENp_DT0yXdIzdk_O8Ti_kQ,4.653
3205,Tc1L4BH_2pkCywkAEfCQRg,yPSejq3_erxo9zdVYTBnZA,4.119
3206,Tc1L4BH_2pkCywkAEfCQRg,GuzbBFraIq-fbkjfvaTRvg,3.953
3207,Tc1L4BH_2pkCywkAEfCQRg,9ugpNKKhnYRa51qXoxUw_A,3.855
3208,Tc1L4BH_2pkCywkAEfCQRg,nYPzsOjvida-ne7swSPHpA,3.793
3209,Tc1L4BH_2pkCywkAEfCQRg,m4kvY0viCwxqRtgOycnKVQ,3.73
3210,ToqcYJVdnrp4fefaucm-Vg,bp482wqF6v80AltDNlPDfw,5.656
3211,ToqcYJVdnrp4fefaucm-Vg,FDTwPQ4CNWEOY0rfh4eTzQ,5.543
3212,ToqcYJVdnrp4fefaucm-Vg,IRBhPAC4ZoDpXazpoB3epQ,4.746
3213,ToqcYJVdnrp4fefaucm-Vg,vyOVT4bcW227LRwJGHTeSw,4.732
3214,ToqcYJVdnrp4fefaucm-Vg,hPzPpfSjgQkpWCD7YjcY-A,4.698
3215,ToqcYJVdnrp4fefaucm-Vg,WhTRPUduXy3mRBYlmSmsKw,4.618
3216,ToqcYJVdnrp4fefaucm-Vg,UuRZpgZsHX7PyykHV3wbZg,4.617
3217,ToqcYJVdnrp4fefaucm-Vg,wxdpQV7CZHn6_DFr-JGUgw,4.558
3218,ToqcYJVdnrp4fefaucm-Vg,MwJsk91FJ73YzzmpVaJihQ,4.467
3219,ToqcYJVdnrp4fefaucm-Vg,-loV4cB2Uh9TCltTRgGzWQ,4.467
3220,TvBxBjed-iX6_22SwEYEFQ,XbKXYLjC50m1_OFESDYLWA,7.463
3221,TvBxBjed-iX6_22SwEYEFQ,geKBfuHkJFpQttIFfPHrmg,7.354
3222,TvBxBjed-iX6_22SwEYEFQ,NDwoKO79_T49UEKVDlHd3A,5.778
3223,TvBxBjed-iX6_22SwEYEFQ,QNilrbTi8912ye2ztnBMpA,5.733
3224,TvBxBjed-iX6_22SwEYEFQ,tzR6CHZNmnXzADX-SoM2sQ,5.635
3225,TvBxBjed-iX6_22SwEYEFQ,q2Ao2HQyhvcT9UG-5-ZGYg,5.539
3226,TvBxBjed-iX6_22SwEYEFQ,13UbOVDFdxloxaient5XWA,5.46
3227,TvBxBjed-iX6_22SwEYEFQ,ggkif8dgbPvsqf8U3FI3uQ,5.444
3228,TvBxBjed-iX6_22SwEYEFQ,T97hE3STgTgpwda75h6p1w,5.431
3229,TvBxBjed-iX6_22SwEYEFQ,zVwnTKz7JIOoN-MbbQMzYA,5.345
3230,Tw5tderBUFzj7fRLVZm2Bg,vyOVT4bcW227LRwJGHTeSw,4.17
3231,Tw5tderBUFzj7fRLVZm2Bg,CWdCNIJU4Kh480NV9dgQjw,3.644
3232,Tw5tderBUFzj7fRLVZm2Bg,JB5tlC_7u5IHT2Z_GHN-qw,3.468
3233,Tw5tderBUFzj7fRLVZm2Bg,sj2o49ZCq2iJlZxDNrHDaA,3.399
3234,Tw5tderBUFzj7fRLVZm2Bg,pUVRCYL8rT4I5Ry5FYkRsA,3.343
3235,Tw5tderBUFzj7fRLVZm2Bg,iBTc6XKgW5HESEZIii-G4g,3.33
3236,Tw5tderBUFzj7fRLVZm2Bg,SYHDOHRNAH-2xsw3XB5qbg,3.001
3237,Tw5tderBUFzj7fRLVZm2Bg,znlrxrY4InSx7ekPZxoHRw,2.967
3238,Tw5tderBUFzj7fRLVZm2Bg,PaqDZUu76fZtMvcYqCEBig,2.952
3239,Tw5tderBUFzj7fRLVZm2Bg,GuzbBFraIq-fbkjfvaTRvg,2.912
3240,TzNk1TcWLZn0JCpO83hBAA,EZc2myE2mYk2h9JK9qu8gw,4.79
3241,TzNk1TcWLZn0JCpO83hBAA,-FM4CxOg4XXmX_Ebky_SiQ,4.65
3242,TzNk1TcWLZn0JCpO83hBAA,vhWlxyLEWAbNOMtQ42yzFg,4.588
3243,TzNk1TcWLZn0JCpO83hBAA,NIQWO-Q_F598XlAvZnFVCA,4.568
3244,TzNk1TcWLZn0JCpO83hBAA,thlyktt2c7v1DyOpSVSibw,4.547
3245,TzNk1TcWLZn0JCpO83hBAA,6HTGlttrzCMsuGBHO1ZGiw,4.54
3246,TzNk1TcWLZn0JCpO83hBAA,zbrIMldF_O1ZQ0vpUaaa8A,4.53
3247,TzNk1TcWLZn0JCpO83hBAA,8Lbz0hfE4MWzd7yDu9atBA,4.439
3248,TzNk1TcWLZn0JCpO83hBAA,-TjT3y-Glfnbt6LbKETAYg,4.437
3249,TzNk1TcWLZn0JCpO83hBAA,QLHgjBHBoeIUoEvIPvjHnw,4.379
3250,U1Gc3wKN5viu_e68KJVOdQ,DV0BJwh9qzPqcxufrA_7ag,19.17
3251,U1Gc3wKN5viu_e68KJVOdQ,SYHDOHRNAH-2xsw3XB5qbg,10.784
3252,U1Gc3wKN5viu_e68KJVOdQ,0c28ysQJ_M1fVToTFV-FWQ,5.92
3253,U1Gc3wKN5viu_e68KJVOdQ,JjmmSW_QQh2Db4fuIEMATA,5.54
3254,U1Gc3wKN5viu_e68KJVOdQ,DOfiulOub9hVPBCtiDl9Fw,5.537
3255,U1Gc3wKN5viu_e68KJVOdQ,QFh-h_OZ5Io-mBk32HN28A,5.535
3256,U1Gc3wKN5viu_e68KJVOdQ,QLHgjBHBoeIUoEvIPvjHnw,5.39
3257,U1Gc3wKN5viu_e68KJVOdQ,wK2IixmZUOEFGz1QZqR99Q,5.094
3258,U1Gc3wKN5viu_e68KJVOdQ,E8tiSAB6O4TPeVdKR0K5Ug,5.05
3259,U1Gc3wKN5viu_e68KJVOdQ,fVUurZgbWXzp2QzDzJzmpA,4.883
3260,U2hkeMI-q4cS35QolJYN0A,CuRjZOmfnXjefwEpyzmTTw,11.257
3261,U2hkeMI-q4cS35QolJYN0A,AmAc0eD6lyVyb7QdOAO1Mg,10.981
3262,U2hkeMI-q4cS35QolJYN0A,fiQxkb1pfPpvrr0oYYYBcA,10.597
3263,U2hkeMI-q4cS35QolJYN0A,CUWituEeIX3xA0xU7X82Ow,7.239
3264,U2hkeMI-q4cS35QolJYN0A,tthy48ZIX_wfY8Dy0Dvg6w,7.05
3265,U2hkeMI-q4cS35QolJYN0A,4D7QDfPOsSPfKxBi3gs_qQ,5.513
3266,U2hkeMI-q4cS35QolJYN0A,LuPK46HMxRYEVTXVbBCR1g,5.414
3267,U2hkeMI-q4cS35QolJYN0A,sk0IM8koYo1o9-k_rpkmxQ,5.343
3268,U2hkeMI-q4cS35QolJYN0A,wUHUyTrOpUcTVTQpyZFo8w,5.311
3269,U2hkeMI-q4cS35QolJYN0A,5uNCvNy9L6peKeKP1RRPyg,5.258
3270,U3grYFIeu6RgAAQgdriHww,7oPREWTlY8RIMfwT1R0YYw,8.928
3271,U3grYFIeu6RgAAQgdriHww,2GiqDUNiTt5__ixRbzbqFw,8.081
3272,U3grYFIeu6RgAAQgdriHww,ijU7hEUbD1Nq7KKbi4nyeQ,7.48
3273,U3grYFIeu6RgAAQgdriHww,y4x_wAQvUxvTR8iV-JP4Jg,7.453
3274,U3grYFIeu6RgAAQgdriHww,sor6oj-nuslOcSx7di4urA,7.357
3275,U3grYFIeu6RgAAQgdriHww,3Wy21heeDm8h2tSZfcj6OA,6.846
3276,U3grYFIeu6RgAAQgdriHww,KSYONgGtrK0nKXfroB-bwg,6.841
3277,U3grYFIeu6RgAAQgdriHww,sCJEbsv0KEsx_IifiFjGDQ,6.838
3278,U3grYFIeu6RgAAQgdriHww,zbrIMldF_O1ZQ0vpUaaa8A,6.623
3279,U3grYFIeu6RgAAQgdriHww,cAbdvzqtFLaAAMFIyPf2AA,6.508
3280,UA3HxLprLSOO9J6l1iR2Cg,3Wy21heeDm8h2tSZfcj6OA,6.838
3281,UA3HxLprLSOO9J6l1iR2Cg,o4IiNbNybcy-L4vzTSoDJw,6.478
3282,UA3HxLprLSOO9J6l1iR2Cg,5uNCvNy9L6peKeKP1RRPyg,6.183
3283,UA3HxLprLSOO9J6l1iR2Cg,tthy48ZIX_wfY8Dy0Dvg6w,5.851
3284,UA3HxLprLSOO9J6l1iR2Cg,U3grYFIeu6RgAAQgdriHww,5.81
3285,UA3HxLprLSOO9J6l1iR2Cg,SZU9c8V2GuREDN5KgyHFJw,5.775
3286,UA3HxLprLSOO9J6l1iR2Cg,KSYONgGtrK0nKXfroB-bwg,5.745
3287,UA3HxLprLSOO9J6l1iR2Cg,Ss6f5v_t5Vddiaz4ZOxL0g,5.59
3288,UA3HxLprLSOO9J6l1iR2Cg,CoZ2mpsMBP8HUG1ymKoZTg,5.555
3289,UA3HxLprLSOO9J6l1iR2Cg,6HTGlttrzCMsuGBHO1ZGiw,5.534
3290,UBK6zb5-XUETfVzYkRTj1Q,nMn4CTJQPXqpgLltYQrxMA,13.874
3291,UBK6zb5-XUETfVzYkRTj1Q,8Lbz0hfE4MWzd7yDu9atBA,7.987
3292,UBK6zb5-XUETfVzYkRTj1Q,KSYONgGtrK0nKXfroB-bwg,6.905
3293,UBK6zb5-XUETfVzYkRTj1Q,E_ac8Q20OJD9L8cafCBKaQ,6.511
3294,UBK6zb5-XUETfVzYkRTj1Q,LuPK46HMxRYEVTXVbBCR1g,6.491
3295,UBK6zb5-XUETfVzYkRTj1Q,PPcz-0UtIJ8O7xDT551y2g,6.443
3296,UBK6zb5-XUETfVzYkRTj1Q,2l-spLLGUzRiZg8dF623Nw,6.238
3297,UBK6zb5-XUETfVzYkRTj1Q,aYMpjij5ShtEoZueMrQPRw,6.011
3298,UBK6zb5-XUETfVzYkRTj1Q,8Vo6LN9gqULhXzoxj5k6kQ,5.969
3299,UBK6zb5-XUETfVzYkRTj1Q,EZc2myE2mYk2h9JK9qu8gw,5.907
3300,UCf1qieF9Lss61Te-Qnacg,BErYojCJSO959vzaz9JclQ,9.974
3301,UCf1qieF9Lss61Te-Qnacg,sjWf71VmU5HIwqX8RGCLJw,6.978
3302,UCf1qieF9Lss61Te-Qnacg,vhWlxyLEWAbNOMtQ42yzFg,6.048
3303,UCf1qieF9Lss61Te-Qnacg,MwJsk91FJ73YzzmpVaJihQ,5.303
3304,UCf1qieF9Lss61Te-Qnacg,UjgqSqa4Biy34pHSEdwj_g,4.887
3305,UCf1qieF9Lss61Te-Qnacg,bVaRZDHkWdsHuARGxxpREw,4.663
3306,UCf1qieF9Lss61Te-Qnacg,U2hkeMI-q4cS35QolJYN0A,4.188
3307,UCf1qieF9Lss61Te-Qnacg,IZZ7J14VnJGyUqYH1tgT6w,4.131
3308,UCf1qieF9Lss61Te-Qnacg,dutm97q2F4a6RV6YQ0uLHw,3.917
3309,UCf1qieF9Lss61Te-Qnacg,Ss6f5v_t5Vddiaz4ZOxL0g,3.784
3310,UDZxN93l5_ggUFeF0EEcYg,5iCDjFNkihjzj94Gh0kyIA,6.654
3311,UDZxN93l5_ggUFeF0EEcYg,kcL3D2xK9_1Uyj8zRZMyvQ,6.502
3312,UDZxN93l5_ggUFeF0EEcYg,FNT8JRNUh841qOvKhCC1NQ,6.443
3313,UDZxN93l5_ggUFeF0EEcYg,vPv4J9bgh7BDy-p6tAM0ew,6.434
3314,UDZxN93l5_ggUFeF0EEcYg,011vcXzrmB86rXoVwCJiJw,6.389
3315,UDZxN93l5_ggUFeF0EEcYg,OQKKEbPoXqZwSF5CiNWZeQ,6.363
3316,UDZxN93l5_ggUFeF0EEcYg,xEjPCUocVTNszm3D39qmYg,5.848
3317,UDZxN93l5_ggUFeF0EEcYg,EtGFDdjui_Hww78JU4XoXg,4.713
3318,UDZxN93l5_ggUFeF0EEcYg,Ak4vFqHZUWU5KXONRnuieQ,4.212
3319,UDZxN93l5_ggUFeF0EEcYg,aIDRH4eKKBV0Je_W4y83sw,3.993
3320,UFpCraqzFBAhtZqmxmiWsA,sk0IM8koYo1o9-k_rpkmxQ,9.903
3321,UFpCraqzFBAhtZqmxmiWsA,wUHUyTrOpUcTVTQpyZFo8w,6.919
3322,UFpCraqzFBAhtZqmxmiWsA,thlyktt2c7v1DyOpSVSibw,6.618
3323,UFpCraqzFBAhtZqmxmiWsA,BErYojCJSO959vzaz9JclQ,6.396
3324,UFpCraqzFBAhtZqmxmiWsA,fiQxkb1pfPpvrr0oYYYBcA,6.114
3325,UFpCraqzFBAhtZqmxmiWsA,UuRZpgZsHX7PyykHV3wbZg,6.072
3326,UFpCraqzFBAhtZqmxmiWsA,B_q2xoAgTyn6U4YNEc3kSw,5.924
3327,UFpCraqzFBAhtZqmxmiWsA,AmAc0eD6lyVyb7QdOAO1Mg,5.756
3328,UFpCraqzFBAhtZqmxmiWsA,XgehM3pBZWuXi45J2dqRJQ,5.657
3329,UFpCraqzFBAhtZqmxmiWsA,nMn4CTJQPXqpgLltYQrxMA,5.486
3330,UQZe-qWOpGiyEPsTUko5Rg,hfN0fllM3m2jykAgToRTlQ,18.698
3331,UQZe-qWOpGiyEPsTUko5Rg,qVitsouI4aBiYx1_Fjn0Pg,11.01
3332,UQZe-qWOpGiyEPsTUko5Rg,edJoBsse6nsF0BYh6pATAg,8.179
3333,UQZe-qWOpGiyEPsTUko5Rg,nB0dV8yPv29F3-CFMPG8cw,5.788
3334,UQZe-qWOpGiyEPsTUko5Rg,WUGRmrfSzQCyeG6mYAM-vw,4.51
3335,UQZe-qWOpGiyEPsTUko5Rg,EtM079Cj7-B3G7jPsGYb_Q,4.075
3336,UQZe-qWOpGiyEPsTUko5Rg,sj2o49ZCq2iJlZxDNrHDaA,3.984
3337,UQZe-qWOpGiyEPsTUko5Rg,GBD-YjcOD1nG0wv4L0Lvfg,3.883
3338,UQZe-qWOpGiyEPsTUko5Rg,8Vo6LN9gqULhXzoxj5k6kQ,3.856
3339,UQZe-qWOpGiyEPsTUko5Rg,WrU1ZYN4jlYcL5mvJrQsCQ,3.825
3340,UjgqSqa4Biy34pHSEdwj_g,MwJsk91FJ73YzzmpVaJihQ,27.771
3341,UjgqSqa4Biy34pHSEdwj_g,vhWlxyLEWAbNOMtQ42yzFg,14.415
3342,UjgqSqa4Biy34pHSEdwj_g,XyYsl2OyoMi6OMvzsdcVoQ,8.354
3343,UjgqSqa4Biy34pHSEdwj_g,JjmmSW_QQh2Db4fuIEMATA,6.964
3344,UjgqSqa4Biy34pHSEdwj_g,BErYojCJSO959vzaz9JclQ,6.712
3345,UjgqSqa4Biy34pHSEdwj_g,i5C6RVgr03HSrgCl8oa1Fg,6.648
3346,UjgqSqa4Biy34pHSEdwj_g,DOfiulOub9hVPBCtiDl9Fw,6.545
3347,UjgqSqa4Biy34pHSEdwj_g,sjWf71VmU5HIwqX8RGCLJw,6.246
3348,UjgqSqa4Biy34pHSEdwj_g,qUH2FppY7RL96F5tXzA0hQ,6.142
3349,UjgqSqa4Biy34pHSEdwj_g,HNACff49-kXS7l0MyLOzHw,5.557
3350,Un-UDVOuv1co3TMmGaumxA,y4x_wAQvUxvTR8iV-JP4Jg,5.765
3351,Un-UDVOuv1co3TMmGaumxA,lu2UpRHLBZfvLG_caNEHKQ,5.507
3352,Un-UDVOuv1co3TMmGaumxA,FTFaEinJgzqY0ZHQMUSpQQ,5.424
3353,Un-UDVOuv1co3TMmGaumxA,nB0dV8yPv29F3-CFMPG8cw,5.375
3354,Un-UDVOuv1co3TMmGaumxA,kbWKwvLXfJm5sLVfw-Foww,5.364
3355,Un-UDVOuv1co3TMmGaumxA,f3eve2cxUIzyanWnHdMtFQ,4.74
3356,Un-UDVOuv1co3TMmGaumxA,NIQWO-Q_F598XlAvZnFVCA,4.616
3357,Un-UDVOuv1co3TMmGaumxA,zbrIMldF_O1ZQ0vpUaaa8A,4.592
3358,Un-UDVOuv1co3TMmGaumxA,thlyktt2c7v1DyOpSVSibw,4.577
3359,Un-UDVOuv1co3TMmGaumxA,QFh-h_OZ5Io-mBk32HN28A,4.527
3360,UuRZpgZsHX7PyykHV3wbZg,-loV4cB2Uh9TCltTRgGzWQ,9.54
3361,UuRZpgZsHX7PyykHV3wbZg,hPzPpfSjgQkpWCD7YjcY-A,7.913
3362,UuRZpgZsHX7PyykHV3wbZg,3tvi-OJ_-iK1ecjzSaH-oA,7.809
3363,UuRZpgZsHX7PyykHV3wbZg,BErYojCJSO959vzaz9JclQ,6.957
3364,UuRZpgZsHX7PyykHV3wbZg,VAIOtbsxdNmuhUKkQZFRlA,6.616
3365,UuRZpgZsHX7PyykHV3wbZg,XgehM3pBZWuXi45J2dqRJQ,6.608
3366,UuRZpgZsHX7PyykHV3wbZg,0RxU5OglQyPVtLKC1LPgsA,6.582
3367,UuRZpgZsHX7PyykHV3wbZg,FH0MVF7kK0D76Hh4e7hXfQ,6.456
3368,UuRZpgZsHX7PyykHV3wbZg,IDtLPgUrqorrpqSLdfMhZQ,6.413
3369,UuRZpgZsHX7PyykHV3wbZg,thlyktt2c7v1DyOpSVSibw,6.128
3370,V2cQOeZwPBmjpln6_p1Ygw,eL4lyE7LNoXEMvpcJ8WNVw,199.012
3371,V2cQOeZwPBmjpln6_p1Ygw,x8JcV7sAyDN5k9qbnlfGdA,11.119
3372,V2cQOeZwPBmjpln6_p1Ygw,9dYarThtZVX4PvmtnFIrxA,11.07
3373,V2cQOeZwPBmjpln6_p1Ygw,2pBNVsJo3a3CPbInUu9lvQ,7.494
3374,V2cQOeZwPBmjpln6_p1Ygw,zVwnTKz7JIOoN-MbbQMzYA,5.897
3375,V2cQOeZwPBmjpln6_p1Ygw,2GiqDUNiTt5__ixRbzbqFw,4.926
3376,V2cQOeZwPBmjpln6_p1Ygw,MJI-bNIn3QDgiGggm9Wp1w,4.92
3377,V2cQOeZwPBmjpln6_p1Ygw,SZU9c8V2GuREDN5KgyHFJw,4.786
3378,V2cQOeZwPBmjpln6_p1Ygw,QNilrbTi8912ye2ztnBMpA,4.548
3379,V2cQOeZwPBmjpln6_p1Ygw,13UbOVDFdxloxaient5XWA,4.456
3380,VAIOtbsxdNmuhUKkQZFRlA,BQv7ntaOxs80FJAji2U9pg,14.065
3381,VAIOtbsxdNmuhUKkQZFRlA,-loV4cB2Uh9TCltTRgGzWQ,7.37
3382,VAIOtbsxdNmuhUKkQZFRlA,0RxU5OglQyPVtLKC1LPgsA,6.571
3383,VAIOtbsxdNmuhUKkQZFRlA,UuRZpgZsHX7PyykHV3wbZg,6.525
3384,VAIOtbsxdNmuhUKkQZFRlA,IDtLPgUrqorrpqSLdfMhZQ,6.358
3385,VAIOtbsxdNmuhUKkQZFRlA,ghLjxj4HoSHdflBEz2lIqA,6.167
3386,VAIOtbsxdNmuhUKkQZFRlA,qx2YTFXfVDwQUfOeWCFfbw,5.958
3387,VAIOtbsxdNmuhUKkQZFRlA,FH0MVF7kK0D76Hh4e7hXfQ,5.758
3388,VAIOtbsxdNmuhUKkQZFRlA,hPzPpfSjgQkpWCD7YjcY-A,5.639
3389,VAIOtbsxdNmuhUKkQZFRlA,BErYojCJSO959vzaz9JclQ,5.633
3390,VC4jqq8Hu1_RjBFt8nHD2Q,MxmcGeTRzLPaTwhDm1txSQ,288.137
3391,VC4jqq8Hu1_RjBFt8nHD2Q,ouQpkEJnFZzJy86ECkcTzQ,16.165
3392,VC4jqq8Hu1_RjBFt8nHD2Q,d0E938M2_4kcuULUdnj-Xw,16.146
3393,VC4jqq8Hu1_RjBFt8nHD2Q,bf32KWp9yvN-WT8c-QtbzA,7.013
3394,VC4jqq8Hu1_RjBFt8nHD2Q,IljCDlZnTftfZEruqa4sRQ,5.257
3395,VC4jqq8Hu1_RjBFt8nHD2Q,E7RtIisUoRMcADSebBgNAA,5.117
3396,VC4jqq8Hu1_RjBFt8nHD2Q,AXC__4yZrn-N3BT7-2bV_Q,3.767
3397,VC4jqq8Hu1_RjBFt8nHD2Q,Y57sylYCgq2VQJuBCnjPfA,3.738
3398,VC4jqq8Hu1_RjBFt8nHD2Q,0ac5lGA_0wdKDnib3y59Xg,3.725
3399,VC4jqq8Hu1_RjBFt8nHD2Q,hPzPpfSjgQkpWCD7YjcY-A,3.7
3400,VOcGcN0bvGU_nzxbJgR5jQ,M3LZKA-tVFRJyPeKA3_2OA,7.436
3401,VOcGcN0bvGU_nzxbJgR5jQ,i5C6RVgr03HSrgCl8oa1Fg,4.504
3402,VOcGcN0bvGU_nzxbJgR5jQ,DOfiulOub9hVPBCtiDl9Fw,4.481
3403,VOcGcN0bvGU_nzxbJgR5jQ,JjmmSW_QQh2Db4fuIEMATA,4.466
3404,VOcGcN0bvGU_nzxbJgR5jQ,4D7QDfPOsSPfKxBi3gs_qQ,4.462
3405,VOcGcN0bvGU_nzxbJgR5jQ,XyYsl2OyoMi6OMvzsdcVoQ,4.354
3406,VOcGcN0bvGU_nzxbJgR5jQ,UjgqSqa4Biy34pHSEdwj_g,4.263
3407,VOcGcN0bvGU_nzxbJgR5jQ,b2Za53CjptGyf9K0fFnrAg,4.233
3408,VOcGcN0bvGU_nzxbJgR5jQ,ZrxlfdFU_qpnIHI2DmoRxA,4.172
